Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G),Timestamp
8451,-0.035997416,0.064359016,-0.191986218,-1.39,0.97,9.98,0,0,0,1743569314.3070228
8452,-0.022907446,0.006544985,0.010908308,0.77,4.32,9.61,0,0,0,1743569314.3210027
8453,-0.008726646,0.032724923,-0.16689711,0.84,4.72,9.84,0,0,0,1743569314.3348548
8454,-0.0141808,0.04145157,-0.004363323,2.23,4.76,9.85,0,0,0,1743569314.349988
8455,0.037088247,0.023998277,0.382881605,2.06,4.05,9.94,0,0,0,1743569314.3628862
8456,0.029452431,-0.019634954,0.455967267,1.09,2.99,9.87,0,0,0,1743569314.3757832
8457,0.007635815,-0.053450708,0.245436926,-0.91,0.76,9.81,0,0,0,1743569314.3904502
8458,-0.077448986,-0.018544123,-0.442877298,-0.49,0.91,9.79,0,0,0,1743569314.403502
8459,-0.142898833,0.010908308,-0.741764932,-0.91,0.47,9.92,0,0,0,1743569314.4164054
8460,-0.206167018,0.040360739,-0.782125671,-1.43,-1.49,10.02,0,0,0,1743569314.4294791
8461,-0.029452431,0.065449847,-0.032724923,-1.93,-3.59,9.97,0,0,0,1743569314.4423785
8462,-0.004363323,0.032724923,0.50178216,-1.87,-4.78,9.99,0,0,0,1743569314.4579265
8463,-0.001090831,0.023998277,0.454876436,-1.66,-5.91,9.99,0,0,0,1743569314.4710195
8464,0.015271631,-0.001090831,-0.080721478,-1.36,-5,9.95,0,0,0,1743569314.4850092
8465,0.008726646,-0.013089969,-0.344702527,-0.85,-2.87,9.99,0,0,0,1743569314.5002217
8466,-0.003272492,-0.019634954,-0.218166156,-0.39,-1.17,9.9,0,0,0,1743569314.5131302
8467,-0.005454154,-0.006544985,-0.091629786,-0.36,-0.5,9.96,0,0,0,1743569314.5260334
8468,-0.004363323,0.006544985,-0.019634954,-0.38,-0.42,9.95,0,0,0,1743569314.5405326
8469,-0.001090831,0.021816616,-0.023998277,-0.37,-0.42,9.9,0,0,0,1743569314.553982
8470,0.003272492,0.020725785,-0.064359016,-0.35,-0.48,9.87,0,0,0,1743569314.5668836
8471,0.013089969,0.017453293,-0.194167879,-0.07,-1.1,9.87,0,0,0,1743569314.580294
8472,-0.002181662,-0.007635815,0.12544554,-0.17,-1.35,9.92,0,0,0,1743569314.593486
8473,-0.006544985,-0.0283616,0.367609974,-0.74,-2.2,9.94,0,0,0,1743569314.6094584
8474,0.006544985,-0.054541539,0.171260433,-1.02,-3.56,9.99,0,0,0,1743569314.6223578
8475,0.004363323,-0.063268185,0.23671028,-1.6,-3.53,9.99,0,0,0,1743569314.6380403
8476,0.015271631,-0.067631509,0.217075326,-1.04,-1.9,9.97,0,0,0,1743569314.6513424
8477,0.021816616,-0.052359878,0.101447263,-1.03,-1.87,9.97,0,0,0,1743569314.6642404
8478,0.025089108,-0.04145157,0.035997416,-1.23,-2.44,9.94,0,0,0,1743569314.6771379
8479,0.030543262,-0.04145157,-0.169078771,-1.17,-2.11,10.01,0,0,0,1743569314.6908882
8480,0.063268185,-0.030543262,-0.925024504,-1.08,-1.72,9.88,0,0,0,1743569314.7048416
8481,0.091629786,-0.008726646,-1.146463152,-0.19,0.3,9.89,0,0,0,1743569315
8482,0.068722339,-0.001090831,-1.097375767,0.48,2.58,9.79,0,0,0,1743569314.730916
8483,0.039269908,0.010908308,-0.79521564,1,3.51,9.85,0,0,0,1743569314.744975
8484,0.026179939,0.004363323,-0.545415391,0.42,3.39,9.85,0,0,0,1743569314.759984
8485,0.003272492,0.013089969,-0.148352986,0.2,3.02,9.88,0,0,0,1743569314.772886
8486,-0.001090831,0.026179939,0.038179077,-0.35,2.2,9.87,0,0,0,1743569314.7888262
8487,-0.005454154,0.032724923,0.177805418,-0.9,0.8,9.99,0,0,0,1743569314.801729
8488,-0.003272492,-0.015271631,0.18107791,-0.47,-0.34,10,0,0,0,1743569314.8146288
8489,0.001090831,-0.045814893,0.321795081,-0.61,1.22,9.81,0,0,0,1743569314.8275266
8490,0.007635815,0.030543262,0.813759764,0.32,2.87,9.86,0,0,0,1743569314.840989
8491,0.009817477,0.02727077,0.583594469,1.25,3.42,9.83,0,0,0,1743569314.855308
8492,-0.001090831,0.009817477,0.681769239,0.94,2.75,9.9,0,0,0,1743569315
8493,-0.005454154,0.004363323,1.04610672,0,1.36,9.91,0,0,0,1743569314.8813615
8494,-0.0141808,0.005454154,1.166098106,0.1,1.29,9.8,0,0,0,1743569314.8961477
8495,-0.023998277,0.015271631,1.277362846,0.24,0.82,9.94,0,0,0,1743569314.9104927
8496,-0.042542401,0.017453293,1.327541062,-0.37,-0.05,9.89,0,0,0,1743569314.9233997
8497,-0.044724062,0.029452431,1.289361985,-1.24,-2.37,9.92,0,0,0,1743569314.9389389
8498,-0.0283616,0.021816616,0.978475212,-2.41,-5.19,10.02,0,0,0,1743569314.9518435
8499,-0.030543262,0.006544985,0.690495885,-2.55,-5.74,10.16,0,0,0,1743569314.9647408
8500,-0.026179939,0.003272492,0.435241482,-1.51,-4.64,10.05,0,0,0,1743569315
8501,-0.005454154,-0.008726646,-0.005454154,-0.25,-0.17,9.77,0,0,0,1743569314.9909325
8502,-0.0141808,0.019634954,-0.05563237,-0.34,-0.43,9.93,0,0,0,1743569315.0054128
8503,-0.016362462,0.019634954,-0.090538955,-0.43,-0.32,9.96,0,0,0,1743569315.0184886
8504,-0.009817477,0.001090831,-0.009817477,-0.39,-0.38,9.95,0,0,0,1743569315.0313945
8505,-0.009817477,0.002181662,-0.002181662,-0.39,-0.39,9.9,0,0,0,1743569315.0468755
8506,-0.010908308,0.010908308,0,-0.39,-0.42,9.94,0,0,0,1743569315.0606942
8507,-0.006544985,0.006544985,-0.002181662,-0.39,-0.4,9.93,0,0,0,1743569315.0744195
8508,-0.001090831,0.004363323,-0.003272492,-0.38,-0.38,9.92,0,0,0,1743569315.0894513
8509,0.002181662,-0.005454154,-0.002181662,-0.4,-0.38,9.92,0,0,0,1743569315.102357
8510,0.002181662,-0.0141808,0.003272492,-0.38,-0.41,9.92,0,0,0,1743569315.115255
8511,-0.002181662,-0.008726646,0.002181662,-0.39,-0.41,9.9,0,0,0,1743569315.1297574
8512,-0.002181662,0.001090831,-0.004363323,-0.38,-0.37,9.9,0,0,0,1743569315
8513,-0.003272492,0.006544985,-0.003272492,-0.38,-0.39,9.91,0,0,0,1743569315.1588252
8514,0.002181662,0.001090831,-0.079630647,-0.33,-0.43,9.93,0,0,0,1743569315.171733
8515,0,-0.003272492,-0.059995693,-0.43,-0.34,9.93,0,0,0,1743569315.1873827
8516,-0.006544985,-0.003272492,-0.002181662,-0.39,-0.41,9.91,0,0,0,1743569315.2008674
8517,-0.005454154,-0.004363323,-0.002181662,-0.38,-0.39,9.92,0,0,0,1743569315.2137816
8518,-0.006544985,0.001090831,-0.004363323,-0.41,-0.41,9.94,0,0,0,1743569315.2290046
8519,-0.006544985,-0.004363323,-0.006544985,-0.37,-0.39,9.91,0,0,0,1743569315.2419114
8520,-0.008726646,-0.001090831,-0.010908308,-0.39,-0.38,9.9,0,0,0,1743569315.2577953
8521,-0.002181662,-0.002181662,-0.0283616,-0.35,-0.28,9.92,0,0,0,1743569315.2708328
8522,0.001090831,0.004363323,-0.061086524,-0.36,-0.16,9.91,0,0,0,1743569315.2850704
8523,0.003272492,0.003272492,-0.092720617,-0.47,-0.56,9.93,0,0,0,1743569315.2995958
8524,0.006544985,0.002181662,-0.13962634,-0.38,-0.61,9.89,0,0,0,1743569315.3125014
8525,0.004363323,0.011999139,-0.150534648,-0.37,-0.43,9.93,0,0,0,1743569315.3253999
8526,-0.002181662,0.017453293,-0.137444679,-0.44,-0.39,9.93,0,0,0,1743569315.339738
8527,0.039269908,-0.006544985,-0.13962634,-0.27,-0.75,9.99,0,0,0,1743569315.353122
8528,0.077448986,-0.043633231,-0.186532064,-1.24,-3.17,10.09,0,0,0,1743569315.3660276
8529,0.104719755,-0.086175632,0.131990525,-2.18,-5.26,10.02,0,0,0,1743569315.3795304
8530,0.066540678,-0.061086524,0.369791635,-1.61,-3.96,9.97,0,0,0,1743569315.392836
8531,0.043633231,-0.009817477,0.182168741,-1.49,-3.73,10.01,0,0,0,1743569315.4085703
8532,0.047996554,0.008726646,-0.149443817,-0.89,-1.79,9.99,0,0,0,1743569315.4214694
8533,0.056723201,0.001090831,-0.29343348,-0.05,0.19,9.91,0,0,0,1743569315.437248
8534,0.032724923,0.003272492,-0.790852317,0.83,1.51,9.83,0,0,0,1743569315.4505396
8535,0.006544985,0.007635815,-0.921752011,1.28,2.1,9.81,0,0,0,1743569315.4634438
8536,-0.010908308,0.007635815,-1.013381797,1.04,1.91,9.84,0,0,0,1743569315.4763398
8537,-0.015271631,0.003272492,-1.033016751,0.11,0.77,9.89,0,0,0,1743569315.490085
8538,-0.02727077,-0.004363323,-0.963203581,-0.22,1.27,9.85,0,0,0,1743569315.5042176
8539,-0.0283616,0.006544985,-0.806123948,0,1.59,9.91,0,0,0,1743569315.5171244
8540,-0.022907446,0.008726646,-0.620682715,-0.21,1.56,9.93,0,0,0,1743569315.5303986
8541,-0.022907446,0.019634954,-0.53014376,-0.83,0.88,9.99,0,0,0,1743569315.5448284
8542,-0.017453293,0.013089969,-0.471238898,-0.87,1.09,9.93,0,0,0,1743569315.559534
8543,-0.0141808,0.008726646,-0.155988802,-0.46,-0.41,10.01,0,0,0,1743569315.5724368
8544,-0.007635815,-0.0283616,-0.005454154,-0.43,-0.36,9.99,0,0,0,1743569315.5882237
8545,0.008726646,-0.042542401,0.059995693,-1.17,1.05,9.79,0,0,0,1743569315.6011221
8546,-0.003272492,0.034906585,-0.044724062,-0.23,2.14,9.91,0,0,0,1743569315.6140318
8547,-0.015271631,0.062177355,-0.23671028,0.45,2.81,9.89,0,0,0,1743569315.6269343
8548,-0.006544985,0.026179939,-1.04610672,1.34,4.34,9.84,0,0,0,1743569315.640432
8549,-0.0141808,0.007635815,-1.034107582,0.81,3.76,9.83,0,0,0,1743569315.6551182
8550,-0.059995693,0.001090831,-0.970839396,-0.19,3.09,9.83,0,0,0,1743569315.6682558
8551,-0.190895387,0.026179939,-0.23671028,-1.57,-0.63,9.9,0,0,0,1743569315.6811533
8552,-0.146171325,0.033815754,0.187622895,-1.74,-1.83,9.95,0,0,0,1743569315.6968248
8553,-0.051269047,0.026179939,0.154897971,-0.81,-1.83,9.91,0,0,0,1743569316
8554,-0.046905724,0.021816616,0.101447263,-0.31,-2.14,9.9,0,0,0,1743569315.723408
8555,-0.033815754,0.015271631,0.082903139,-0.49,-2.83,9.94,0,0,0,1743569315.738547
8556,-0.0141808,-0.001090831,0.054541539,-0.71,-3.38,9.93,0,0,0,1743569315.7514448
8557,0.002181662,0.005454154,-0.065449847,-0.6,-3.44,10.01,0,0,0,1743569315.7643423
8558,0.008726646,-0.006544985,-0.135263017,-0.7,-3.71,9.95,0,0,0,1743569315.7778401
8559,0.0141808,-0.011999139,-0.186532064,-0.18,-1.99,9.92,0,0,0,1743569315.7907417
8560,0.003272492,-0.007635815,-0.117809725,-0.01,-1.74,9.9,0,0,0,1743569315.806016
8561,0,-0.011999139,-0.080721478,-0.36,-0.43,9.9,0,0,0,1743569315.8191297
8562,-0.003272492,0.010908308,-0.04145157,-0.37,-0.45,9.91,0,0,0,1743569315.8330016
8563,-0.005454154,0.017453293,-0.094902278,-0.36,-0.48,9.93,0,0,0,1743569315.8483226
8564,-0.003272492,0.015271631,-0.270526034,-0.32,-0.54,9.94,0,0,0,1743569315.8612225
8565,0.001090831,0.006544985,-0.368700804,-0.4,-0.44,9.91,0,0,0,1743569315.8741202
8566,0.003272492,0,-0.39051742,-0.47,-0.34,9.92,0,0,0,1743569315.888812
8567,0.001090831,-0.004363323,-0.203985356,-0.49,-0.36,9.94,0,0,0,1743569315.9017117
8568,0.001090831,-0.005454154,-0.092720617,-0.47,-0.38,9.94,0,0,0,1743569315.9146118
8569,0.001090831,-0.007635815,-0.025089108,-0.43,-0.4,9.93,0,0,0,1743569315.9277258
8570,0.003272492,-0.005454154,-0.005454154,-0.38,-0.43,9.9,0,0,0,1743569315.940626
8571,0.003272492,-0.002181662,-0.002181662,-0.4,-0.44,9.93,0,0,0,1743569315.9553294
8572,0.002181662,-0.004363323,-0.0141808,-0.4,-0.43,9.9,0,0,0,1743569315.9684336
8573,0,-0.003272492,-0.100356432,-0.39,-0.4,9.92,0,0,0,1743569315.9813309
8574,-0.002181662,0.001090831,-0.100356432,-0.39,-0.43,9.92,0,0,0,1743569315.9966376
8575,-0.001090831,0.005454154,-0.104719755,-0.43,-0.44,9.93,0,0,0,1743569316.0101187
8576,-0.001090831,0.008726646,-0.091629786,-0.43,-0.37,9.92,0,0,0,1743569316.0230157
8577,0.003272492,0.007635815,-0.035997416,-0.43,-0.39,9.95,0,0,0,1743569316.038198
8578,0.007635815,0.006544985,0.001090831,-0.4,-0.43,9.91,0,0,0,1743569316.0511017
8579,0.010908308,0.006544985,0.013089969,-0.4,-0.47,9.93,0,0,0,1743569316.0639973
8580,0.013089969,0.010908308,0.073085662,-0.27,-0.84,9.96,0,0,0,1743569316.076894
8581,0.008726646,-0.007635815,0.27816185,-0.39,-1.55,9.9,0,0,0,1743569316.0900471
8582,0.010908308,-0.009817477,0.27816185,-0.36,-2.21,9.89,0,0,0,1743569316.1046913
8583,0.025089108,-0.009817477,0.448331452,-0.6,-2.78,9.98,0,0,0,1743569316.117808
8584,0.009817477,-0.0141808,0.568322838,-0.85,-2.64,9.97,0,0,0,1743569316.1307068
8585,0.010908308,-0.030543262,0.630500192,-0.94,-2.36,9.93,0,0,0,1743569316.146355
8586,0.019634954,-0.016362462,0.611956069,-0.6,-1.74,9.95,0,0,0,1743569316.1600327
8587,0.029452431,-0.021816616,0.494146344,-0.33,-1.19,9.9,0,0,0,1743569316
8588,0.029452431,-0.019634954,0.442877298,-0.1,-1.13,9.88,0,0,0,1743569316.1881127
8589,0.0283616,-0.007635815,0.280343511,-0.02,-0.87,9.93,0,0,0,1743569316.2010107
8590,0.066540678,-0.006544985,0.115628063,-0.04,-0.48,9.91,0,0,0,1743569316.2139072
8591,0.126536371,-0.017453293,-0.003272492,0.14,0.05,9.95,0,0,0,1743569316.226804
8592,0.163624617,-0.003272492,-0.314159265,-0.2,1.18,9.82,0,0,0,1743569316.2398849
8593,0.040360739,0.0141808,-0.341430035,-0.56,1.78,9.9,0,0,0,1743569316.2547305
8594,-0.008726646,0.008726646,-0.217075326,-0.11,2.48,9.88,0,0,0,1743569316.2678676
8595,-0.010908308,0.011999139,0.050178216,-0.13,2.13,9.9,0,0,0,1743569316.280766
8596,-0.004363323,0.013089969,0.129808863,-0.69,1.88,9.9,0,0,0,1743569316.296728
8597,0.001090831,0.002181662,0.0141808,-0.91,1.48,9.94,0,0,0,1743569316.3100564
8598,-0.001090831,0.006544985,0.011999139,-0.99,1.3,9.97,0,0,0,1743569316.325218
8599,0.005454154,-0.039269908,0.033815754,-1.24,1.51,9.8,0,0,0,1743569316.3391588
8600,-0.003272492,-0.018544123,0.913025365,-0.58,1.33,9.84,0,0,0,1743569316.353129
8601,-0.002181662,0.029452431,0.884663765,0.25,2.39,9.85,0,0,0,1743569316.366032
8602,-0.001090831,0.020725785,0.075267324,-0.06,2.67,9.88,0,0,0,1743569316.3795261
8603,-0.010908308,0.009817477,0.029452431,0.01,3.06,9.83,0,0,0,1743569316.3942862
8604,-0.052359878,0.020725785,-0.02727077,0.79,3.06,9.86,0,0,0,1743569316.4088566
8605,-0.215984495,0.033815754,-0.392699082,0.97,3,9.79,0,0,0,1743569316.4217532
8606,-0.208348679,0.046905724,-0.457058098,0.77,2.26,9.87,0,0,0,1743569316.437333
8607,-0.049087385,0.038179077,-0.082903139,-0.93,-1.61,9.94,0,0,0,1743569316.4502373
8608,-0.005454154,0.017453293,0.117809725,-1.38,-2.97,10,0,0,0,1743569316.4631364
8609,0.020725785,0.020725785,0.353429174,-1.6,-4.32,10.04,0,0,0,1743569316.4760356
8610,0.0283616,-0.001090831,0.489783021,-0.97,-3.95,9.97,0,0,0,1743569316.4897358
8611,0.013089969,0.006544985,0.313068435,-0.65,-3.24,9.97,0,0,0,1743569316.5048177
8612,0.008726646,-0.005454154,0.207257849,-0.41,-2.38,9.94,0,0,0,1743569316.517933
8613,0.013089969,-0.008726646,0.11126474,-0.66,-3.07,9.97,0,0,0,1743569316.531241
8614,0.013089969,-0.006544985,-0.019634954,-0.65,-2.88,9.92,0,0,0,1743569316.5470958
8615,-0.003272492,0.0141808,-0.190895387,-0.37,-0.49,9.91,0,0,0,1743569316.5599937
8616,0,0.020725785,-0.229074464,-0.13,-0.73,9.9,0,0,0,1743569316.5728912
8617,0.008726646,0.016362462,-0.490873852,0,-2.62,9.92,0,0,0,1743569316.5879393
8618,0.004363323,-0.030543262,-0.329430896,-0.57,-3.39,9.94,0,0,0,1743569316.6008341
8619,0,-0.042542401,0.079630647,-0.92,-3.49,9.99,0,0,0,1743569316.6137323
8620,0.004363323,-0.054541539,-0.046905724,-0.78,-3.05,9.95,0,0,0,1743569316.626889
8621,0.018544123,-0.076358155,-0.664315947,-0.94,-2.73,9.87,0,0,0,1743569316.6397877
8622,0.0141808,-0.046905724,-0.538870407,-1.17,-1.94,9.96,0,0,0,1743569316.655192
8623,0.029452431,-0.04145157,-0.355610835,-0.81,-1.05,9.94,0,0,0,1743569316.6683154
8624,0.070904001,-0.009817477,-0.071994832,-0.6,-0.58,9.95,0,0,0,1743569316.6816936
8625,0.092720617,-0.019634954,-0.004363323,-0.28,0.1,9.86,0,0,0,1743569316.697217
8626,0.095993109,-0.002181662,0.009817477,-0.3,-0.1,9.86,0,0,0,1743569316.7101157
8627,0.099265601,-0.001090831,-0.127627202,-0.04,0.12,9.84,0,0,0,1743569316.7230148
8628,0.090538955,0.006544985,-0.364337481,-0.38,0.64,9.93,0,0,0,1743569316.7377884
8629,0.009817477,-0.018544123,-0.753764071,-0.26,1.99,9.74,0,0,0,1743569316.750684
8630,-0.019634954,-0.011999139,-0.862847149,0.4,3.43,9.87,0,0,0,1743569316.7635822
8631,-0.015271631,-0.018544123,-0.807214779,0.09,3.69,9.81,0,0,0,1743569316.7770238
8632,-0.017453293,0.042542401,-0.450513113,-1.22,0.89,10.03,0,0,0,1743569316.7899206
8633,-0.021816616,0.047996554,-0.134172186,-0.48,-0.51,10.08,0,0,0,1743569316.8058112
8634,0.005454154,-0.050178216,0.286888496,-0.85,1.08,9.9,0,0,0,1743569316.8189065
8635,-0.005454154,-0.009817477,0.5988661,-0.46,1.04,9.89,0,0,0,1743569316.8332705
8636,-0.016362462,0.038179077,0.741764932,0.02,0.65,9.89,0,0,0,1743569316.8479133
8637,-0.007635815,0.02727077,0.488692191,0.04,2.34,9.9,0,0,0,1743569316.8608088
8638,-0.005454154,0.020725785,0.483238037,0.21,3.46,9.9,0,0,0,1743569316.873705
8639,-0.034906585,0.010908308,0.601047761,1.38,5.12,9.78,0,0,0,1743569316.8880494
8640,-0.18107791,0.020725785,0.754854901,0.95,3.72,9.82,0,0,0,1743569316.9015176
8641,-0.170169602,0.034906585,0.995928504,0.4,2.41,9.87,0,0,0,1743569316.914418
8642,-0.129808863,0.033815754,1.195550538,-0.93,0.14,9.97,0,0,0,1743569316.927526
8643,-0.025089108,0.021816616,1.33844937,-1.61,-2.79,9.94,0,0,0,1743569316.940444
8644,0.011999139,0.0283616,1.346085186,-2.17,-4.24,10.01,0,0,0,1743569316.9563496
8645,0.030543262,0.030543262,0.858483826,-1.28,-2.41,9.95,0,0,0,1743569316.9692566
8646,0.034906585,0.016362462,0.582503638,-0.2,-1.36,9.95,0,0,0,1743569316.9843225
8647,0.032724923,0.006544985,0.317431758,-0.46,-2.17,10.01,0,0,0,1743569316.9982991
8648,0.030543262,0.006544985,0.023998277,-1.11,-3.61,9.98,0,0,0,1743569317.011199
8649,0.0283616,0.0141808,-0.074176493,-1.31,-4.09,10.02,0,0,0,1743569317.0241013
8650,0.019634954,-0.001090831,-0.272707696,-0.46,-2.84,9.94,0,0,0,1743569317.0381181
8651,-0.006544985,-0.001090831,-0.485419698,-0.29,-0.68,9.88,0,0,0,1743569317.0518873
8652,-0.009817477,0.008726646,-0.323976742,-0.31,-0.5,9.92,0,0,0,1743569317.0647914
8653,-0.005454154,0.007635815,-0.338157543,-0.22,-0.53,9.93,0,0,0,1743569317.0783947
8654,-0.002181662,0.001090831,-0.407970713,-0.52,-0.26,9.91,0,0,0,1743569317.092529
8655,0.001090831,0.001090831,-0.315250096,-0.33,-0.46,9.92,0,0,0,1743569317.1076753
8656,0.003272492,0.008726646,-0.270526034,-0.37,-0.41,9.94,0,0,0,1743569317.1205788
8657,0.002181662,0.007635815,-0.238891941,-0.58,-0.25,9.92,0,0,0,1743569317.1364443
8658,-0.003272492,-0.005454154,-0.085084801,-0.46,-0.36,9.91,0,0,0,1743569317.149348
8659,0.001090831,-0.004363323,-0.010908308,-0.41,-0.41,9.93,0,0,0,1743569317.162453
8660,0,-0.006544985,0.002181662,-0.41,-0.42,9.93,0,0,0,1743569317.1774378
8661,-0.001090831,-0.004363323,0.003272492,-0.43,-0.4,9.91,0,0,0,1743569317.190338
8662,0,-0.001090831,-0.002181662,-0.42,-0.41,9.91,0,0,0,1743569317.2060552
8663,-0.001090831,0.003272492,-0.001090831,-0.4,-0.41,9.94,0,0,0,1743569317.2189524
8664,-0.003272492,0.002181662,-0.001090831,-0.43,-0.4,9.92,0,0,0,1743569317.2330828
8665,0,0.002181662,0.001090831,-0.42,-0.41,9.92,0,0,0,1743569317.2475529
8666,0.002181662,0.003272492,0.002181662,-0.42,-0.41,9.93,0,0,0,1743569317
8667,-0.003272492,0.005454154,-0.001090831,-0.43,-0.4,9.91,0,0,0,1743569317.2763343
8668,0,0,0.001090831,-0.41,-0.37,9.93,0,0,0,1743569317.289235
8669,-0.002181662,0.001090831,0,-0.41,-0.38,9.91,0,0,0,1743569317.3040469
8670,-0.004363323,0.003272492,0,-0.43,-0.42,9.93,0,0,0,1743569317.3179667
8671,-0.007635815,-0.007635815,0.001090831,-0.43,-0.39,9.92,0,0,0,1743569317.330865
8672,-0.004363323,-0.003272492,-0.001090831,-0.43,-0.4,9.92,0,0,0,1743569317.346521
8673,-0.002181662,-0.010908308,-0.003272492,-0.39,-0.42,9.92,0,0,0,1743569317.3594208
8674,0,-0.007635815,-0.002181662,-0.4,-0.39,9.92,0,0,0,1743569317.3745456
8675,-0.004363323,0.003272492,-0.008726646,-0.38,-0.42,9.93,0,0,0,1743569317.3881662
8676,-0.009817477,0,-0.031634093,-0.42,-0.46,9.9,0,0,0,1743569317.4013665
8677,-0.006544985,-0.001090831,-0.128718032,-0.43,-0.35,9.93,0,0,0,1743569317.4142604
8678,-0.008726646,0.001090831,-0.171260433,-0.43,-0.41,9.94,0,0,0,1743569317.427339
8679,-0.009817477,0.001090831,-0.126536371,-0.44,-0.41,9.91,0,0,0,1743569317.4402394
8680,0.001090831,-0.001090831,-0.094902278,-0.39,-0.4,9.91,0,0,0,1743569317.4562302
8681,0,-0.004363323,-0.038179077,-0.42,-0.39,9.92,0,0,0,1743569317.4691272
8682,0.001090831,-0.002181662,-0.025089108,-0.42,-0.4,9.92,0,0,0,1743569317.4827993
8683,0,-0.002181662,-0.017453293,-0.43,-0.39,9.94,0,0,0,1743569317.4972897
8684,-0.001090831,0.002181662,-0.008726646,-0.41,-0.41,9.93,0,0,0,1743569317.5101848
8685,0.001090831,0,-0.005454154,-0.43,-0.39,9.93,0,0,0,1743569317.5261073
8686,-0.001090831,0,-0.010908308,-0.41,-0.4,9.92,0,0,0,1743569317.5390031
8687,0,-0.002181662,-0.030543262,-0.36,-0.4,9.94,0,0,0,1743569317.5533545
8688,-0.002181662,-0.001090831,-0.089448124,-0.41,-0.4,9.92,0,0,0,1743569317.5664794
8689,-0.001090831,0.002181662,-0.091629786,-0.44,-0.39,9.93,0,0,0,1743569317.5793962
8690,-0.004363323,0.005454154,-0.091629786,-0.38,-0.41,9.91,0,0,0,1743569317.5944252
8691,-0.001090831,-0.001090831,-0.113446401,-0.46,-0.39,9.92,0,0,0,1743569318
8692,-0.002181662,0.002181662,-0.08399397,-0.41,-0.39,9.92,0,0,0,1743569317.621112
8693,-0.001090831,0,-0.056723201,-0.4,-0.41,9.9,0,0,0,1743569317.6351862
8694,-0.004363323,0.002181662,-0.063268185,-0.43,-0.42,9.91,0,0,0,1743569317.6483495
8695,-0.001090831,0,-0.052359878,-0.34,-0.46,9.91,0,0,0,1743569317.661249
8696,0,0.001090831,-0.062177355,-0.5,-0.35,9.94,0,0,0,1743569317.6741502
8697,0.004363323,0.006544985,-0.037088247,-0.42,-0.43,9.91,0,0,0,1743569317.6878133
8698,0.006544985,0.002181662,-0.019634954,-0.34,-0.52,9.93,0,0,0,1743569317.7008345
8699,0.015271631,0.007635815,-0.015271631,-0.27,-0.63,9.94,0,0,0,1743569317.7137363
8700,0.008726646,0,-0.030543262,-0.35,-0.59,9.91,0,0,0,1743569317.7268548
8701,0.003272492,0.010908308,-0.004363323,-0.47,-0.3,9.9,0,0,0,1743569317.7397602
8702,-0.001090831,0.033815754,-0.022907446,-0.38,-0.25,9.91,0,0,0,1743569317.7551901
8703,-0.006544985,0.068722339,-0.081812309,-0.23,-0.46,9.9,0,0,0,1743569317.7681959
8704,-0.006544985,0.070904001,-0.161442956,-0.2,-0.6,9.93,0,0,0,1743569317.7810967
8705,-0.016362462,0.082903139,-0.227983634,-0.22,-1.17,10.12,0,0,0,1743569317.7963185
8706,-0.039269908,0.339248373,-0.277071019,-0.71,-0.7,10.83,0,0,0,1743569317.8092198
8707,0.037088247,0.399244066,-0.103628924,0.12,-2.11,11.65,0,0,0,1743569317.8223062
8708,0.677405916,0.602138592,0.107992247,-1.4,0.99,14.49,0,0,0,1743569317.8368385
8709,1.012290966,0.910843703,-0.298887634,-1.61,0.18,14.95,0,0,0,1743569317.8499002
8710,0.41778819,0.231256126,-0.068722339,-1.24,-0.67,14.77,0,0,0,1743569317.8628075
8711,0.08399397,-0.119991386,-0.079630647,-1.13,-1.26,14.71,0,0,0,1743569317.875949
8712,-0.448331452,0.034906585,-0.389426589,-1.25,-0.71,14.62,0,0,0,1743569317.8888435
8713,-0.646862654,-0.123263878,-0.525780437,-1.18,-0.07,13.74,0,0,0,1743569317.9043767
8714,-0.84975718,-0.483238037,-0.567232007,-1.18,0.3,9.55,0,0,0,1743569317.9175084
8715,-0.801760625,-0.407970713,-0.567232007,-1.07,0.43,8.56,0,0,0,1743569317.930403
8716,-0.750491578,-0.201803695,-0.52905293,-0.79,0.69,7.33,0,0,0,1743569317.9459414
8717,-0.506145483,0.23671028,-0.395971574,-0.39,0.46,6.7,0,0,0,1743569317.9588404
8718,-0.285797665,0.402516559,-0.303250958,-0.45,0.39,6.63,0,0,0,1743569317.971736
8719,-0.0283616,0.364337481,-0.261799388,-0.58,0.45,5.65,0,0,0,1743569317.9865518
8720,-0.059995693,-0.091629786,-0.079630647,-0.78,0.17,5.07,0,0,0,1743569317.999446
8721,0.016362462,-0.205076187,-0.051269047,-0.83,-0.22,4.39,0,0,0,1743569318.0123427
8722,0.058904862,-0.086175632,-0.026179939,-1.06,-0.56,4.51,0,0,0,1743569318.0254464
8723,-0.063268185,0.426514836,0.04145157,-1.17,-1.24,5.88,0,0,0,1743569318.0383463
8724,-0.070904001,0.577049484,0.080721478,-1.12,-0.95,7.27,0,0,0,1743569318.053504
8725,-0.074176493,0.625046038,0.106901417,-0.89,-0.74,8.46,0,0,0,1743569318.0665429
