Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G),Timestamp
1255,0.165806279,-2.519819108,0.534507083,-4.63,0.6,6.58,0,0,0,1743569215.8749971
1256,0.076358155,-2.486003353,0.457058098,-5.36,-0.94,7.01,0,0,0,1743569215.8904738
1257,0.251981911,-2.571088154,0.171260433,-4.67,-0.24,5.98,0,0,0,1743569215.9033856
1258,0.171260433,-2.60708557,0.064359016,-4.52,-0.57,4.86,0,0,0,1743569215.9162805
1259,0.177805418,-2.479458369,-0.056723201,-3.22,-0.01,3.03,0,0,0,1743569215.9291818
1260,0.6272277,-1.147553983,-0.845393856,-3.19,1.84,7.09,0,0,0,1743569215.9423647
1261,0.706858347,-0.713403332,-0.893390411,-3.57,2.93,12.43,0,0,0,1743569215.9569154
1262,0.819213918,-0.90648038,-0.718857486,-4.52,2.56,15.11,0,0,0,1743569215.9699886
1263,1.987493686,-2.480549199,0.056723201,-5.94,0.91,13.61,0,0,0,1743569215.982887
1264,1.916589685,-3.744822076,0.402516559,-4.61,-1.17,6.37,0,0,0,1743569215.9981325
1265,1.576250481,-4.075343803,0.394880743,-2.64,0.15,4.98,0,0,0,1743569216.0120673
1266,0.410152374,-2.194751534,-0.307614281,-2.47,2.69,11.59,0,0,0,1743569216.0249634
1267,0.178896248,-1.51952728,-0.30652345,-2.93,2.55,12.23,0,0,0,1743569216.040481
1268,0.397062405,-2.794708465,0.394880743,-1.33,2.4,9.13,0,0,0,1743569216.0533817
1269,0.894481242,-2.651809632,0.251981911,-2.11,1.25,9.84,0,0,0,1743569216.0662804
1270,1.323177739,-2.635447171,0.093811447,-1.4,1.81,8.8,0,0,0,1743569216.0793076
1271,0.809396441,-2.735803603,-0.162533787,0.27,2.45,6.58,0,0,0,1743569216.092368
1272,0.495237175,-2.255838058,-0.281434342,0.61,3.74,9.14,0,0,0,1743569216.1072116
1273,0.398153236,-1.522799772,-0.385063266,-0.35,3.11,11.36,0,0,0,1743569216.120287
1274,0.98938352,-2.109666733,0.162533787,0.53,2.41,6.64,0,0,0,1743569216.1333785
1275,0.911934534,-2.201296519,0.290160988,0.54,2.09,5.83,0,0,0,1743569216.1493065
1276,0.150534648,-0.679587577,-0.035997416,0.98,3.88,10.47,0,0,0,1743569216.162488
1277,0.040360739,-0.297796804,-0.057814031,-0.51,2.31,12.55,0,0,0,1743569216.1753936
1278,0.268344372,-0.951204442,0.119991386,0.41,2.45,8.94,0,0,0,1743569216.1903915
1279,0.44614979,-1.64497282,0.30652345,1.07,2.6,7.4,0,0,0,1743569216.2032902
1280,0.341430035,-1.419170848,0.259617726,1.29,2.81,7.4,0,0,0,1743569216.2161825
1281,0.25089108,-1.082104136,0.188713725,1.64,3.65,8.21,0,0,0,1743569216.2290726
1282,0.358883327,-0.54323373,0.23671028,0.68,2.84,10.69,0,0,0,1743569216.2421951
1283,0.596684438,-0.970839396,0.382881605,0.77,2.61,9.83,0,0,0,1743569216.2570014
1284,0.787579825,-1.202095522,0.400334897,0.63,2.2,9.03,0,0,0,1743569216.2701046
1285,0.386154097,-0.974111889,0.18107791,1.03,2.47,7.91,0,0,0,1743569216
1286,0.115628063,-0.705767516,0.061086524,1.38,2.77,7.7,0,0,0,1743569216.298863
1287,-0.269435203,-0.154897971,-0.134172186,1.57,3.6,9.06,0,0,0,1743569216.3122137
1288,-0.257436065,0.002181662,-0.148352986,1.21,3.3,9.94,0,0,0,1743569216.325113
1289,-0.054541539,-0.095993109,0,1.39,3.13,8.47,0,0,0,1743569216.3402054
1290,0.203985356,-0.592321115,0.176714587,1.49,2.69,7.22,0,0,0,1743569216.3531117
1291,0.18107791,-0.433059821,0.146171325,1.52,2.54,6.92,0,0,0,1743569216.3660166
1292,0.147262156,-0.215984495,0.107992247,1.66,2.65,6.89,0,0,0,1743569216
1293,-0.157079633,0.343611696,-0.06981317,1.79,2.98,7.21,0,0,0,1743569216.3922184
1294,-0.386154097,0.550869545,-0.158170463,1.82,3.61,8.22,0,0,0,1743569216.4072568
1295,-0.430878159,0.759218225,-0.175623756,1.84,3.41,8.25,0,0,0,1743569216.4203863
1296,-0.22362031,0.373064128,0.08399397,1.69,2.99,7.84,0,0,0,1743569216.4332826
1297,-0.189804556,0.422151513,0.145080494,1.59,2.94,7.54,0,0,0,1743569216.4492738
1298,-0.581412807,0.897753734,0.123263878,1.35,2.4,7.11,0,0,0,1743569216.462176
1299,-0.80830561,1.144281491,0.089448124,1.36,2.3,6.64,0,0,0,1743569216.4750712
1300,-0.998110166,1.451895772,0.0283616,0.95,2.16,7.07,0,0,0,1743569216.4900434
1301,-1.242456261,2.147845811,-0.057814031,0.88,2.55,7.83,0,0,0,1743569216.5029428
1302,-1.261000385,2.519819108,-0.129808863,0.35,2.4,9.22,0,0,0,1743569216.5158489
1303,-1.256637061,2.74671191,-0.141808002,-0.27,1.97,10.18,0,0,0,1743569216.5287445
1304,-1.166098106,2.324560397,-0.062177355,-0.52,1.76,9.52,0,0,0,1743569216.5418696
1305,-0.986111027,2.34201369,-0.09708394,-1.01,1.69,10.48,0,0,0,1743569216.5566628
1306,-0.819213918,2.279836335,-0.06981317,-1.35,1.53,11.01,0,0,0,1743569216.569794
1307,-0.519235452,1.901318054,-0.018544123,-1.47,1.87,10.89,0,0,0,1743569216.5826905
1308,-0.542142899,1.648245312,0.034906585,-1.11,2.39,10.42,0,0,0,1743569216.5986001
1309,-0.574867822,1.569705496,0.134172186,-1.74,1.22,8.66,0,0,0,1743569216.611902
1310,-0.671951762,1.488984018,0.190895387,-1.82,0.68,7.26,0,0,0,1743569216.624797
1311,-0.693768378,1.735511775,0.067631509,-2.82,-0.3,6.23,0,0,0,1743569216.639846
1312,-1.330813555,3.043417883,-0.429787328,-3.11,0.19,7.57,0,0,0,1743569216.6527417
1313,-1.468258233,3.584469951,-0.565050345,-3.12,1.32,10,0,0,0,1743569216.665639
1314,-1.466076572,3.787364477,-0.590139453,-4.42,1.45,13.92,0,0,0,1743569216.678534
1315,-0.745037424,2.288562982,-0.068722339,-4.07,1.29,11.12,0,0,0,1743569216.6916327
1316,-0.231256126,1.828232391,0.059995693,-4.41,0.97,9.9,0,0,0,1743569216.7063384
1317,-0.08399397,1.698423528,0.117809725,-4.57,0.15,7.98,0,0,0,1743569216.7194233
1318,-0.29234265,2.142391657,-0.148352986,-5.3,-0.53,7.41,0,0,0,1743569216.7323196
1319,-0.410152374,2.361648644,-0.268344372,-5.42,-0.78,7.04,0,0,0,1743569216.7478297
1320,-0.842121364,2.854704158,-0.47451139,-5.49,0.14,9.5,0,0,0,1743569216.7615075
1321,-1.013381797,2.832887542,-0.507236314,-5.53,1.05,11.82,0,0,0,1743569216.7744057
1322,-0.990474351,2.387828583,-0.354520004,-5.91,1.58,14.38,0,0,0,1743569216.7896602
1323,-0.383972435,0.226892803,0.311977604,-5.38,0.77,10.42,0,0,0,1743569216.8027387
1324,-0.105810586,-0.462512252,0.491964683,-5.03,-0.44,6.2,0,0,0,1743569216.8156395
1325,-0.079630647,-0.628318531,0.496328006,-4.75,-0.67,5.04,0,0,0,1743569216.8285344
1326,-0.357792497,0.086175632,0.212712003,-4.5,-0.42,5.59,0,0,0,1743569216.8415446
1327,-0.490873852,0.485419698,0.064359016,-4.45,-0.08,6.8,0,0,0,1743569216.8563738
1328,-0.51596296,0.608683577,-0.0141808,-4.42,0.22,7.67,0,0,0,1743569216.869462
1329,-0.29343348,0.582503638,-0.178896248,-4.58,0.25,8.13,0,0,0,1743569216.8823614
1330,-0.094902278,0.388335759,-0.165806279,-4.96,-0.01,7.94,0,0,0,1743569216.8980882
1331,-0.002181662,-0.063268185,-0.063268185,-4.59,0.24,6.88,0,0,0,1743569216.9114556
1332,-0.143989663,-0.051269047,-0.007635815,-4.52,0.23,6.83,0,0,0,1743569217
1333,-0.22252948,-0.030543262,0.066540678,-4.62,-0.24,6.71,0,0,0,1743569216.939503
1334,-0.200712864,0.130899694,0.174532925,-4.59,-0.03,7,0,0,0,1743569216.9523976
1335,-0.081812309,0.259617726,0.09708394,-4.99,0.17,8.37,0,0,0,1743569216.9652936
1336,0.009817477,0.295615142,0.080721478,-5.25,0.35,9.27,0,0,0,1743569216.9786718
1337,0.074176493,-0.047996554,0.147262156,-5.37,0.34,8.56,0,0,0,1743569217
1338,-0.011999139,-0.32070425,0.203985356,-5.09,0.58,7.86,0,0,0,1743569217.0065045
1339,0.002181662,-0.382881605,0.217075326,-5.02,0.11,6.64,0,0,0,1743569217.019649
1340,-0.054541539,-0.174532925,0.273798526,-5.81,-1.31,7.58,0,0,0,1743569217.032548
1341,-0.133081355,0.059995693,0.169078771,-5.86,-1.14,8.22,0,0,0,1743569217.0485923
1342,-0.100356432,0.074176493,-0.123263878,-6.07,-0.53,10.18,0,0,0,1743569217.0614994
1343,0.007635815,-0.322885912,-0.101447263,-5.39,-0.26,8.48,0,0,0,1743569217.0744057
1344,0.163624617,-0.713403332,-0.076358155,-5.31,-0.27,7.44,0,0,0,1743569217
1345,0.354520004,-0.73849244,-0.106901417,-5.28,-0.31,7.48,0,0,0,1743569217.1022902
1346,0.290160988,-0.618501054,-0.150534648,-5.33,-0.51,7.71,0,0,0,1743569217.1151848
1347,0.270526034,-0.565050345,-0.182168741,-5.15,-0.41,7.79,0,0,0,1743569217.1280782
1348,0.426514836,-0.582503638,-0.326158404,-4.98,0.33,8.95,0,0,0,1743569217
1349,0.499600498,-0.778853179,-0.345793358,-4.61,0.75,9.01,0,0,0,1743569217.1559792
1350,0.527962099,-0.969748566,-0.350156681,-4.66,0.56,9.04,0,0,0,1743569217.1691148
1351,0.644680992,-1.456259095,-0.257436065,-4.35,0.42,7.97,0,0,0,1743569217.1820219
1352,0.566141176,-1.713695159,-0.246527757,-4.13,0.39,7.53,0,0,0,1743569217.1978486
1353,0.54432456,-1.558797188,-0.394880743,-3.39,1.51,8.42,0,0,0,1743569217.2112098
1354,0.428696498,-1.412625863,-0.455967267,-3.98,1.52,10.92,0,0,0,1743569217.224106
1355,0.645771823,-1.314451093,-0.462512252,-4.07,1.16,10.22,0,0,0,1743569217.2392087
1356,1.127919029,-2.640901324,-0.081812309,-3.01,0.34,6.69,0,0,0,1743569217.2521048
1357,0.909752873,-2.612539724,-0.122173048,-2.83,0.19,6.72,0,0,0,1743569217.265002
1358,0.6272277,-2.24492975,-0.261799388,-2.65,0.39,6.89,0,0,0,1743569217.2778974
1359,0.34906585,-1.763873375,-0.364337481,-3.15,0.4,9.45,0,0,0,1743569217.2910016
1360,0.511599637,-1.730057621,-0.212712003,-3.05,0.32,8.78,0,0,0,1743569217.305814
1361,0.537779576,-1.902408885,-0.033815754,-2.13,0.95,8.09,0,0,0,1743569217.318915
1362,0.519235452,-1.403899217,-0.089448124,-2.11,1.29,9.25,0,0,0,1743569217.331812
1363,0.646862654,-1.175915584,-0.102538094,-2.41,1.44,11.24,0,0,0,1743569217.347853
1364,0.78103484,-1.667880266,0.196349541,-2.38,0.91,10.39,0,0,0,1743569217.3611093
1365,0.664315947,-2.155481626,0.353429174,-2.44,0.16,9.31,0,0,0,1743569217.3740144
1366,0.566141176,-2.122756703,0.234528618,-1.95,1.19,10.55,0,0,0,1743569217.3890173
1367,0.520326283,-1.332995216,-0.341430035,-1.84,1.84,11.4,0,0,0,1743569217.4019191
1368,0.597775269,-1.332995216,-0.330521727,-1.26,2.21,11.09,0,0,0,1743569217.4148154
1369,0.589048623,-1.65915362,-0.22252948,-1.38,0.99,9.91,0,0,0,1743569217.4277117
1370,0.678496747,-2.043126056,0.029452431,-0.28,0.88,7,0,0,0,1743569217.440814
1371,0.646862654,-1.956950424,-0.075267324,-0.11,1.15,7.3,0,0,0,1743569217.4557943
1372,0.737401609,-1.496619834,-0.289070157,0.33,2.07,7.6,0,0,0,1743569217.4688308
1373,0.505054652,-1.023199274,-0.338157543,0.03,1.95,8.46,0,0,0,1743569217.4817302
1374,0.354520004,-0.673042593,-0.26507188,0.27,2.07,9.06,0,0,0,1743569217.4977024
1375,0.646862654,-0.491964683,-0.147262156,-1.1,2.23,13.62,0,0,0,1743569217.5109224
1376,0.990474351,-1.139918168,0.18107791,-0.54,1.92,11.15,0,0,0,1743569217.5238254
1377,1.038470905,-1.99403867,0.397062405,1.07,2.03,5.98,0,0,0,1743569217.5388503
1378,0.885754595,-1.447532448,0.117809725,1.59,2.61,5.89,0,0,0,1743569217.5517473
1379,0.493055514,-0.782125671,-0.038179077,1.53,2.86,6.72,0,0,0,1743569217.5646462
1380,0.138535509,-0.16689711,-0.090538955,1.28,2.9,8.22,0,0,0,1743569217.577543
1381,-0.224711141,0.398153236,-0.08399397,0.56,3.33,12.03,0,0,0,1743569217.5906367
1382,-0.142898833,0.073085662,0.110173909,0.59,2.48,10.17,0,0,0,1743569217.6054032
1383,-0.095993109,-0.642499331,0.317431758,1.01,1.36,7.08,0,0,0,1743569217.6185532
1384,-0.081812309,-0.798488133,0.289070157,1.01,1.26,6.76,0,0,0,1743569217.6314487
1385,-0.134172186,-0.353429174,0.131990525,1.26,2.26,8.35,0,0,0,1743569217.6472807
1386,-0.161442956,0.22362031,0.004363323,1.35,2.5,8.33,0,0,0,1743569217.660689
1387,-0.115628063,0.131990525,0.173442094,1.4,2.18,7.86,0,0,0,1743569217.673599
1388,-0.115628063,0.131990525,0.173442094,1.24,1.92,7.89,0,0,0,1743569217.688653
1389,-0.095993109,0.350156681,0.043633231,1.07,2.13,8.83,0,0,0,1743569218
1390,-0.045814893,0.502872991,-0.006544985,0.8,2.15,9.06,0,0,0,1743569217.7144995
1391,-0.046905724,0.382881605,0.016362462,0.9,2.13,8.55,0,0,0,1743569217.7274055
1392,-0.09708394,0.517053791,-0.011999139,0.6,2.14,9.06,0,0,0,1743569217.7404625
1393,-0.185441233,0.640317669,-0.029452431,0.42,2.07,9.09,0,0,0,1743569217.7552097
1394,-0.411243205,0.607592746,-0.001090831,0.34,1.92,8.99,0,0,0,1743569217.7682753
1395,-0.833394718,0.841030533,-0.076358155,0.27,1.87,9.11,0,0,0,1743569217.781174
1396,-0.939205304,0.958840258,-0.129808863,0.24,2,9.13,0,0,0,1743569217.7969203
1397,-0.841030533,0.983929366,-0.13962634,0.07,1.73,8.92,0,0,0,1743569217.8104095
1398,-1.36681097,1.282817,-0.283616003,-0.1,1.47,8.82,0,0,0,1743569217.823314
1399,-1.36681097,1.282817,-0.283616003,-0.45,1.76,10.29,0,0,0,1743569217.8384366
1400,-1.661335282,1.568614665,-0.39051742,-0.44,1.67,10.02,0,0,0,1743569217.8513374
1401,-1.883864761,1.622065374,-0.385063266,-0.12,1.78,9.18,0,0,0,1743569217.864234
1402,-2.110757564,1.631882851,-0.323976742,0,1.91,8.32,0,0,0,1743569217.8771303
1403,-2.465277568,1.794416637,-0.198531202,-0.44,0.15,6.28,0,0,0,1743569217.8902812
1404,-2.68998871,2.545999046,-0.0283616,-0.79,-0.22,6.32,0,0,0,1743569217.9050884
1405,-2.502365815,3.072870314,-0.08399397,-1.86,-0.07,10.51,0,0,0,1743569217.9181933
1406,-1.682061067,2.729258618,0.100356432,-3.02,-0.43,13.75,0,0,0,1743569217.9310925
1407,-1.050470044,1.631882851,0.398153236,-2.61,-0.56,12.09,0,0,0,1743569217.9469028
1408,-0.366519143,0.916297857,0.802851456,-2.27,-1.03,6.34,0,0,0,1743569217.9602752
1409,-0.405789051,1.141008998,0.811578102,-1.93,-0.98,4.3,0,0,0,1743569217.9731736
1410,-0.69704087,2.059488517,0.680678408,-2.99,-1.35,5.35,0,0,0,1743569217.988277
1411,-1.419170848,3.496112658,0.414515697,-5.33,-2.71,11.77,0,0,0,1743569218.001175
1412,-1.053742536,3.12304853,0.494146344,-6.13,-2.94,14.54,0,0,0,1743569218.014079
1413,-0.513781299,1.9100447,0.602138592,-6.11,-2.78,15.04,0,0,0,1743569218.0269797
1414,0.437423144,0.114537232,0.573776992,-4.83,-1.7,10.26,0,0,0,1743569218.0401182
1415,0.448331452,-0.151625479,0.506145483,-4.39,-1.52,8.09,0,0,0,1743569218.0549803
1416,0.34797502,0.146171325,0.385063266,-3.94,-0.93,6.71,0,0,0,1743569218.0680523
1417,0.066540678,1.158462291,0.211621172,-4.3,-0.98,7.12,0,0,0,1743569218.0809486
1418,-0.09817477,1.402808386,0.251981911,-4.41,-1.01,7.52,0,0,0,1743569218.0968282
1419,-0.09817477,1.539162234,0.226892803,-4.86,-0.67,10.29,0,0,0,1743569218.1101618
1420,0.030543262,1.238092938,0.29343348,-5.09,-0.63,10.9,0,0,0,1743569218.1232557
1421,0.22362031,0.699222532,0.358883327,-5.1,-1.13,8.11,0,0,0,1743569218.1382306
1422,0.06981317,0.36215582,0.442877298,-5.02,-1.15,7.28,0,0,0,1743569218
1423,-0.049087385,0.518144622,0.355610835,-4.85,-1.05,7.02,0,0,0,1743569218.1640263
1424,-0.114537232,0.718857486,0.272707696,-4.76,-0.78,7.02,0,0,0,1743569218.1773355
1425,-0.311977604,1.097375767,0.126536371,-4.53,-0.24,7.65,0,0,0,1743569218.1902328
1426,-0.118900555,1.180278907,0.077448986,-4.97,-0.25,9.22,0,0,0,1743569218.2054129
1427,0.16689711,0.837758041,0.095993109,-5.57,-0.55,9.45,0,0,0,1743569218.2184381
1428,0.412334036,-0.008726646,0.147262156,-5.46,-0.72,8.27,0,0,0,1743569218.2315276
1429,0.226892803,0.005454154,0.127627202,-5.49,-0.94,7.47,0,0,0,1743569218.2474384
1430,-0.04145157,0.291251819,0.017453293,-5.2,-0.8,7.03,0,0,0,1743569218.2603366
1431,-0.138535509,0.397062405,0.002181662,-5.22,-0.72,7.12,0,0,0,1743569218.2732315
1432,-0.172351264,0.448331452,-0.009817477,-5.51,-0.59,8.85,0,0,0,1743569218.288217
1433,-0.054541539,0.077448986,0.008726646,-5.54,-0.75,8.85,0,0,0,1743569218.3011143
1434,0.001090831,-0.157079633,-0.016362462,-5.52,-0.92,8.38,0,0,0,1743569218.3140252
1435,0.038179077,-0.27925268,-0.057814031,-5.16,-1,7.01,0,0,0,1743569218.3271782
1436,-0.020725785,-0.074176493,-0.148352986,-5,-0.91,6.95,0,0,0,1743569218.3400743
1437,0.06981317,-0.021816616,-0.148352986,-5.14,-0.83,7.73,0,0,0,1743569218.3552742
1438,0.146171325,-0.151625479,-0.102538094,-5.25,-0.64,8.63,0,0,0,1743569218.368294
1439,0.251981911,-0.518144622,-0.076358155,-5.24,-0.85,8.32,0,0,0,1743569218.3811917
1440,0.327249235,-0.602138592,-0.122173048,-5.23,-0.89,8.87,0,0,0,1743569218.3971624
1441,0.34797502,-1.034107582,-0.11126474,-4.66,-0.27,8.02,0,0,0,1743569218.4100683
1442,0.310886773,-1.081013305,-0.079630647,-4.77,-0.69,7.7,0,0,0,1743569218.4229658
1443,0.294524311,-1.065741674,-0.118900555,-4.56,-0.48,8.8,0,0,0,1743569218.437962
1444,0.472329729,-1.168279768,-0.187622895,-4.9,-0.61,9.38,0,0,0,1743569218.4508722
1445,0.562868684,-1.451895772,-0.16689711,-4.84,-0.69,8.88,0,0,0,1743569218.4637704
1446,0.496328006,-1.527163095,-0.188713725,-4.4,-0.61,8.17,0,0,0,1743569218.4766676
1447,0.566141176,-1.594794604,-0.290160988,-4.11,-0.44,8.27,0,0,0,1743569218.4896643
1448,0.635954346,-1.641700328,-0.327249235,-4.13,-0.33,8.12,0,0,0,1743569218.5043721
1449,0.620682715,-1.696241867,-0.331612558,-3.73,-0.06,8.1,0,0,0,1743569218.5174782
1450,0.858483826,-1.786780822,-0.199622033,-3.95,-0.25,9.22,0,0,0,1743569218.5303817
1451,0.851938841,-1.919862177,-0.147262156,-3.34,0.33,8.92,0,0,0,1743569218.5460873
1452,0.882482103,-1.9100447,-0.080721478,-2.82,0.73,8.58,0,0,0,1743569218.5595732
1453,0.661043454,-1.795507468,0.026179939,-3.27,-0.15,8.48,0,0,0,1743569218.5724685
1454,0.434150651,-1.656971959,0.123263878,-2.46,0.34,8.39,0,0,0,1743569218.5876305
1455,0.592321115,-1.103920752,0.030543262,-2.94,0.28,10.22,0,0,0,1743569218.6005294
1456,0.760309055,-1.389718417,0.104719755,-3.01,0,10.3,0,0,0,1743569218.613428
1457,0.803942287,-1.578432142,0.073085662,-2.62,0.31,10,0,0,0,1743569218.626332
1458,0.907571211,-1.718058482,-0.004363323,-2.46,0,9.37,0,0,0,1743569218.6394217
1459,0.887936257,-1.574068819,-0.086175632,-1.61,0.69,8.08,0,0,0,1743569218.6540508
1460,0.820304748,-1.208640507,-0.187622895,-1.43,0.96,8.43,0,0,0,1743569218.6672046
1461,0.59995693,-0.791943148,-0.211621172,-1.46,1.41,10.32,0,0,0,1743569218.6800997
1462,0.522507945,-0.680678408,-0.188713725,-1.61,1.48,11.26,0,0,0,1743569218.6957002
1463,0.491964683,-1.121374044,0.011999139,-2.36,0.28,11.05,0,0,0,1743569218.7093852
1464,0.606501915,-1.168279768,0.100356432,-2.17,0.11,10.33,0,0,0,1743569218.722285
1465,0.728674963,-1.179188076,0.113446401,-1.61,0.76,9.77,0,0,0,1743569218.7374701
1466,0.519235452,-1.030835089,0.045814893,-0.95,1.35,9.1,0,0,0,1743569218.7503748
1467,0.363246651,-0.908662042,0.032724923,-0.67,1.42,9.12,0,0,0,1743569218.7632747
1468,0.395971574,-0.750491578,0.003272492,-0.79,1.41,10,0,0,0,1743569218.776361
1469,0.646862654,-1.233729615,0.079630647,-0.48,1.43,8.2,0,0,0,1743569218.7893474
1470,0.617410223,-1.223912138,0.029452431,-0.12,1.56,7.01,0,0,0,1743569218.804099
1471,0.419969851,-0.881391272,-0.0283616,0.11,1.68,6.72,0,0,0,1743569218.8171594
1472,0.299978465,-0.316340927,-0.006544985,-0.17,1.43,8.4,0,0,0,1743569218.8300562
1473,0.247618588,-0.318522588,0.063268185,0,1.38,7.91,0,0,0,1743569218.8457427
1474,0.037088247,0.050178216,0.002181662,0.48,1.69,7.6,0,0,0,1743569218.8592346
1475,-0.0141808,0.30652345,-0.032724923,0.55,2.13,8.19,0,0,0,1743569218.8721337
1476,-0.225801972,0.44614979,-0.051269047,0.38,2.31,8.95,0,0,0,1743569218.8873053
1477,-0.537779576,0.617410223,0.010908308,-0.17,1.94,10.18,0,0,0,1743569219
1478,-0.666497608,0.531234591,0.073085662,-0.43,1.7,10.39,0,0,0,1743569218.9130929
1479,-0.797397302,0.377427451,0.119991386,-0.46,1.45,9.95,0,0,0,1743569218.926003
1480,-0.884663765,0.477783883,0.042542401,-0.95,0.89,9.92,0,0,0,1743569218.9391124
1481,-0.934841981,0.454876436,0.001090831,-0.98,0.97,9.51,0,0,0,1743569218.9538043
1482,-0.930478657,0.484328867,-0.052359878,-0.77,0.95,9.03,0,0,0,1743569218.9668932
1483,-0.739583271,0.676315085,-0.016362462,-0.65,1.25,9.23,0,0,0,1743569218.9797924
1484,-0.743946594,0.640317669,0.056723201,-0.78,1,9.77,0,0,0,1743569218.9953718
1485,-0.359974158,0.078539816,0.184350402,-1.64,0.06,9.54,0,0,0,1743569219.0090475
1486,-0.51596296,-0.089448124,0.138535509,-1.51,-0.22,8.68,0,0,0,1743569219.0219622
1487,-0.678496747,0.15271631,-0.020725785,-1.36,0.04,9.32,0,0,0,1743569219.0371504
1488,-0.939205304,0.437423144,-0.187622895,-1.21,0.35,9.86,0,0,0,1743569219.050056
1489,-0.793033979,0.388335759,-0.165806279,-1.07,0.57,10.03,0,0,0,1743569219.062955
1490,-0.608683577,0.208348679,-0.119991386,-0.77,0.93,9.84,0,0,0,1743569219.0758603
1491,-0.189804556,-0.050178216,0.046905724,-1.21,0.3,10.27,0,0,0,1743569219.0889535
1492,0.050178216,-0.315250096,0.137444679,-1.1,0.19,9.54,0,0,0,1743569219.1036527
1493,0.16689711,-0.329430896,0.124354709,-1,-0.05,8.95,0,0,0,1743569219.1167433
1494,0.441786467,-0.233437787,0.068722339,-0.95,0.14,8.62,0,0,0,1743569219.1296413
1495,0.301069296,-0.12544554,0.043633231,-0.87,0.07,8.69,0,0,0,1743569219.1452346
1496,0.449422282,-0.054541539,0.006544985,-0.61,0.65,9.05,0,0,0,1743569219.1589403
1497,0.604320254,-0.050178216,0.02727077,-0.47,1.16,9.41,0,0,0,1743569219.171842
1498,0.758127394,-0.136353848,0.08399397,-0.83,0.54,9.2,0,0,0,1743569219.187013
1499,1.118101552,-0.281434342,0.091629786,-0.87,0.33,9.14,0,0,0,1743569219.1998744
1500,1.411535033,-0.220347818,0.045814893,-0.91,0.11,9.24,0,0,0,1743569219.2127688
1501,1.888228085,-0.22252948,-0.016362462,-0.89,0.36,9.61,0,0,0,1743569219.2256641
1502,3.030327914,-0.476693052,0.003272492,-0.9,1.47,9.82,0,0,0,1743569219.2388098
1503,3.061962006,-0.665406777,0.063268185,-0.76,1.72,9.3,0,0,0,1743569219.2535145
1504,2.841614188,-0.656680131,0.050178216,-0.75,2.01,8.69,0,0,0,1743569219.2666001
1505,2.980149698,-0.484328867,-0.011999139,-0.56,2.49,8.74,0,0,0,1743569219.2794976
1506,3.148137638,-0.455967267,0.044724062,-0.39,3.06,8.54,0,0,0,1743569219.2950945
1507,2.595086432,-0.344702527,0.170169602,-0.38,3.27,7.87,0,0,0,1743569219.3087804
1508,1.679879405,-0.113446401,0.078539816,-0.59,2.8,7.9,0,0,0,1743569219.3216825
1509,1.475894049,0.079630647,-0.021816616,-0.72,3.73,8.99,0,0,0,1743569219.3368368
1510,2.323469567,-0.138535509,0.018544123,-0.83,3.53,9.2,0,0,0,1743569219.349738
1511,3.118685207,-0.345793358,0.122173048,-0.13,5.21,8.79,0,0,0,1743569219.3626482
1512,3.421936165,-0.498509668,0.233437787,-0.45,5.04,9.02,0,0,0,1743569219.3755465
1513,3.691371368,-0.841030533,0.485419698,-0.39,5.17,7.9,0,0,0,1743569219.3886664
1514,3.384847918,-0.82248641,0.415606528,-0.3,4.79,7,0,0,0,1743569219.4033735
1515,3.276855671,-0.608683577,0.34906585,-0.08,5.28,6.8,0,0,0,1743569219.4164562
1516,3.195043362,-0.472329729,0.405789051,0.14,5.47,6.17,0,0,0,1743569219.4293532
1517,3.358667979,-0.441786467,0.493055514,0,5.88,6.35,0,0,0,1743569219.445259
1518,1.600248758,-0.401425728,0.326158404,0.29,6.1,6.59,0,0,0,1743569219.458748
